EntryOrder,EasementID,Year,Module,Corner,Depth,SppCode,PctCover1x1,Notes,DataProofed,Photo,Sample,UnkFamily,UnkGenus
1,0078F,2018,10,3,5,SORNUT,46,,1,0,0,,
2,0078F,2018,10,3,4,ANDGER,16,,1,0,0,,
3,0078F,2018,10,3,3,UNKN01,0.3,longheart,1,0,0,,
4,0078F,2018,10,3,3,MONFIS,2,,1,0,0,,
5,0078F,2018,10,3,3,SILPER,10,,1,0,0,,
6,0078F,2018,10,3,3,PANVIR,1,switchgrass,1,0,0,,
7,0078F,2018,10,3,2,TRIREP,,,1,0,0,,
8,0078F,2018,10,3,2,UNKN02,,unk 1; looks like solidago except for flower head,1,0,0,,
9,0078F,2018,10,0,1,SOLCAN,,,1,0,0,,
10,0078F,2018,10,0,1,UNKN03,,SOLSPP; gall,1,0,0,,
11,0078F,2018,1,1,5,ANDGER,75,,1,0,0,,
12,0078F,2018,1,1,4,SILPER,18,,1,0,0,,
13,0078F,2018,1,1,3,PANVIR,2,,1,0,0,,
14,0078F,2018,1,1,3,UNKN01,1,longheart,1,0,0,,
15,0078F,2018,1,1,2,PHAARU,,,1,0,0,,
16,0078F,2018,1,1,2,ELYVIR,,,1,0,0,,
17,0078F,2018,1,1,2,SORNUT,,,1,0,0,,
18,0078F,2018,1,1,2,EUTMAC,,on data sheet as EUPMAC?,1,0,0,,
19,0078F,2018,1,1,2,UNKN03,,"SOLSPP; 3 main veins, smaller lvs & infloresence than SOLCAN",1,0,0,,
20,0078F,2018,1,1,2,MONFIS,,,1,0,0,,
21,0078F,2018,1,2,5,ANDGER,60,,1,0,0,,
22,0078F,2018,1,2,4,SILPER,22,,1,0,0,,
23,0078F,2018,1,2,3,CIRDIS,1,,1,0,0,,
24,0078F,2018,1,2,3,UNKN01,1,longheart,1,0,0,,
25,0078F,2018,1,2,3,SORNUT,2,,1,0,0,,
26,0078F,2018,1,2,3,ELYVIR,0.8,,1,0,0,,
27,0078F,2018,1,2,2,SOLCAN,,,1,0,0,,
28,0078F,2018,1,2,2,MONFIS,,,1,0,0,,
29,0078F,2018,1,0,1,ASCSYR,,,1,0,0,,
30,0078F,2018,4,0,1,UNKN04,,HELAUT; sneezeweed,1,0,0,,
31,0078F,2018,4,0,1,UNKN05,,Ironweed,1,0,0,,
32,0078F,2018,5,0,1,UNKN06,,Salix spp; willow spp.,1,0,0,,
33,0078F,2018,8,0,1,UNKN07,,"Setaria spp; purple hairs, 3"" infloresence, stem glaberous, top leaves hairy",1,0,0,,
34,0078F,2018,7,0,1,UNKN08,,Cornus spp; CORSTO,1,0,0,,
35,0078F,2018,3,4,5,CIRDIS,1,Canada thistle,1,0,0,,
36,0078F,2018,3,4,5,ANDGER,73,Big bluestem,1,0,0,,
37,0078F,2018,3,4,4,SILPER,10,,1,0,0,,
38,0078F,2018,3,4,3,MONFIS,2,,1,0,0,,
39,0078F,2018,3,4,3,UNKN01,2,Longheart,1,0,0,,
40,0078F,2018,3,4,3,SORNUT,2,Indian grass,1,0,0,,
41,0078F,2018,3,4,2,ELYVIR,,,1,0,0,,
42,0078F,2018,3,4,2,UNKN09,,"RUBSPP; underside of lvs very white, occidentalis?",1,0,0,,
43,0078F,2018,3,2,5,SORNUT,17,,1,0,0,,
44,0078F,2018,3,2,5,SOLCAN,10,,1,0,0,,
45,0078F,2018,3,2,4,ANDGER,45,,1,0,0,,
46,0078F,2018,3,2,4,CIRDIS,5,,1,0,0,,
47,0078F,2018,3,2,4,POPTRE,12,,1,0,0,,
48,0078F,2018,3,2,3,UNKN01,2,longheart,1,0,0,,
49,0078F,2018,3,2,2,VITRIP,,,1,0,0,,
50,0078F,2018,3,2,2,SILPER,,,1,0,0,,
51,0078F,2018,3,0,1,UNKN10,,Boneset,1,0,0,,
52,0078F,2018,7,4,5,SILPER,3,,1,0,0,,
53,0078F,2018,7,4,5,ANDGER,72,,1,0,0,,
54,0078F,2018,7,4,5,SORNUT,1,,1,0,0,,
55,0078F,2018,7,4,3,MONFIS,1,,1,0,0,,
56,0078F,2018,7,4,3,CIRDIS,0.7,,1,0,0,,
57,0078F,2018,7,4,3,UNKN01,1,longheart,1,0,0,,
58,0078F,2018,7,2,5,ANDGER,54,,1,0,0,,
59,0078F,2018,7,2,3,SILPER,10,,1,0,0,,
60,0078F,2018,7,2,2,MONFIS,,,1,0,0,,
61,0078F,2018,7,2,2,UNKN01,,longheart,1,0,0,,
62,0078F,2018,7,2,2,SORNUT,,,1,0,0,,
63,0078F,2018,7,2,2,ELYVIR,,,1,0,0,,
64,0078F,2018,7,0,1,RHACAT,,on data sheet as RHAHAT?,1,0,0,,
65,0078F,2018,7,0,1,SOLCAN,,,1,0,0,,
66,0078F,2018,7,0,1,SOLGIG,,,1,0,0,,
67,0078F,2018,7,0,1,EUTMAC,,on data sheet as EUPMAC?; joe-pye weed,1,0,0,,
68,0078F,2018,10,1,5,ANDGER,82,,1,0,0,,
69,0078F,2018,10,1,5,UNKN01,1,Longheart,1,0,0,,
70,0078F,2018,10,1,3,MONFIS,5,,1,0,0,,
71,0078F,2018,10,1,3,ELYVIR,0.5,,1,0,0,,
72,0078F,2018,10,1,3,CIRDIS,0.3,,1,0,0,,
73,0078F,2018,10,1,2,SORNUT,,,1,0,0,,
74,0078F,2018,10,1,2,RUDHIR,,,1,0,0,,
75,0078F,2018,10,1,2,SOLGIG,,,1,0,0,,
76,0078F,2018,10,1,2,SILPER,,,1,0,0,,
77,0078F,2018,6,0,1,ASCSYR,,,1,0,0,,
78,0078F,2018,6,0,1,RUDHIR,,,1,0,0,,
79,0129G,2018,3,4,5,TRIREP,3,,1,0,0,,
80,0129G,2018,3,4,5,UNKN01,14,W grass,1,0,0,,
81,0129G,2018,3,4,4,ELYCAN,5,,1,0,0,,
82,0129G,2018,3,4,4,FRAPEN,7,Green Ash - check sci. name,1,0,0,,
83,0129G,2018,3,4,3,AMBART,8,,1,0,0,,
84,0129G,2018,3,4,3,ELYVIR,9,,1,0,0,,
85,0129G,2018,3,4,3,ASCSYR,4,,1,0,0,,
86,0129G,2018,3,4,3,SILPER,2,Aster spp.,1,0,0,,
87,0129G,2018,3,4,3,UNKN03,0.6,PEN SPP; penstemon spp. 1,1,0,0,,
88,0129G,2018,3,4,3,UNKN04,8,"UNK 1; small, alt. leaves",1,0,0,,
89,0129G,2018,3,4,3,ULMRUB,2,Slippery elm,1,0,0,,
90,0129G,2018,3,4,3,TAROFF,0.7,,1,0,0,,
91,0129G,2018,3,4,3,UNKN05,0.5,"UNK 2; opp. Comp. lvs, small",1,0,0,,
92,0129G,2018,3,4,3,POPTRE,0.2,Quaking aspen,1,0,0,,
93,0129G,2018,3,4,3,UNKN06,5,CAR spp 1; carex spp. - no flower on seed,1,0,0,,
94,0129G,2018,3,4,2,RUDHIR,,,1,0,0,,
95,0129G,2018,3,4,2,EUTMAC,,spotted Joe-Pye Weed (was EUPMAC),1,0,0,,
96,0129G,2018,3,4,2,ERISTR,,,1,0,0,,
97,0129G,2018,3,4,2,RUMCRI,,curly dock,1,0,0,,
98,0129G,2018,3,4,2,PHAARU,,Reed canary grass,1,0,0,,
99,0129G,2018,3,4,2,UNKN07,,ZIZSPP; leaves remind me of Zizia,1,0,0,,
100,0129G,2018,3,4,2,SOLCAN,,,1,0,0,,
101,0129G,2018,3,4,2,PERMAC,,spotted lady's thumb,1,0,0,,
102,0129G,2018,3,2,5,PHAARU,15,,1,0,0,,
103,0129G,2018,3,2,5,FRAPEN,15,,1,0,0,,
104,0129G,2018,3,2,5,UNKN04,0.8,UNK 1; same as above,1,0,0,,
105,0129G,2018,3,2,5,UNKN08,11,"UNK 3; alt., stipule present, narrowly oblong leaves",1,0,0,,
106,0129G,2018,3,2,4,ELYCAN,2,,1,0,0,,
107,0129G,2018,3,2,4,UNKN09,1,Sedge 2; sedge 2 = rush,1,0,0,,
108,0129G,2018,3,2,3,ELYVIR,3,,1,0,0,,
109,0129G,2018,3,2,3,POPTRE,0.5,,1,0,0,,
110,0129G,2018,3,2,3,UNKN10,1,Grassy sol,1,0,0,,
111,0129G,2018,3,2,3,ULMRUB,2,,1,0,0,,
112,0129G,2018,3,2,3,SOLCAN,2,,1,0,0,,
113,0129G,2018,3,2,3,UNKN11,5,"WINGED; unknown, alt. lvs, toothed",1,0,0,,
114,0129G,2018,3,2,3,UNKN12,3,"longheart; lvs. Clasping heart shaped, linear, plant very hairy",1,0,0,,
115,0129G,2018,3,2,3,AMBART,1,,1,0,0,,
116,0129G,2018,3,2,3,TRIREP,0.3,,1,0,0,,
117,0129G,2018,3,2,2,RUDHIR,,on sheet as RUHHIR?,1,0,0,,
118,0129G,2018,3,2,2,UNKN13,,SEDGE 3; fun sedge - life of party,1,0,0,,
119,0129G,2018,3,2,2,ERISTR,,,1,0,0,,
120,0129G,2018,3,2,2,UNKN14,,ROSA SPP; unknown rose,1,0,0,,
121,0129G,2018,3,2,2,CIRDIS,,,1,0,0,,
122,0129G,2018,3,2,2,UNKN06,,CARSPP 1,1,0,0,,
123,0129G,2018,3,2,2,SILPER,,Aster Spp,1,0,0,,
124,0129G,2018,3,2,1,SOLGIG,,on data sheet as SOLDIG?,1,0,0,,
125,0129G,2018,3,2,1,SONOLE,,,1,0,0,,
126,0129G,2018,3,2,1,DESCAN,,,1,0,0,,
127,0129G,2018,3,2,1,UNKN16,,PENSPP 2; Penstemon 2 - maybe same large specimen,1,0,0,,
128,0129G,2018,3,2,1,UNKN17,,UNK 4; alt pale green,1,0,0,,
129,0129G,2018,7,4,5,ELYCAN,5,,1,0,0,,
130,0129G,2018,7,4,5,UNKN18,5,"UNK 5; like UNK 3, no stipule",1,0,0,,
131,0129G,2018,7,4,4,AMBART,0.5,,1,0,0,,
132,0129G,2018,7,4,4,UNKN19,0.5,PLANTAGO SPP; plantago spp.,1,0,0,,
133,0129G,2018,7,4,4,TRIREP,3,,1,0,0,,
134,0129G,2018,7,4,4,UNKN04,6,UNK 1,1,0,0,,
135,0129G,2018,7,4,4,FRAPEN,4,,1,0,0,,
136,0129G,2018,7,4,4,VERURT,2,white vervain,1,0,0,,
138,0129G,2018,7,4,3,UNKN15,1,"FUZZYMELV; fuzzy melvaceae, seen 7/25",1,0,0,,
139,0129G,2018,7,4,3,UNKN07,2,ZIZSPP,1,0,0,,
140,0129G,2018,7,4,3,UNKN12,1,,1,0,0,,
141,0129G,2018,7,4,3,MONFIS,2,,1,0,0,,
142,0129G,2018,7,4,3,ASCSYR,2,,1,0,0,,
143,0129G,2018,7,4,3,SILPER,6,Aster spp.,1,0,0,,
144,0129G,2018,7,4,3,PHAARU,27,,1,0,0,,
145,0129G,2018,7,4,3,UNKN20,0.7,"TREE 1; simple lvs., opposite, toothed",1,0,0,,
146,0129G,2018,7,4,3,DESCAN,4,,1,0,0,,
148,0129G,2018,7,4,3,ELYVIR,3,,1,0,0,,
149,0129G,2018,7,4,3,UNKN21,0.8,POPSPP; populus spp - Bigtooth?,1,0,0,,
150,0129G,2018,7,4,3,MEDLUP,0.6,,1,0,0,,
151,0129G,2018,7,4,2,ASCVIR,,whorled milkweed,1,0,0,,
152,0129G,2018,7,4,2,SOLCAN,,,1,0,0,,
153,0129G,2018,7,4,2,APOAND,,Spreading dogbane,1,0,0,,
154,0129G,2018,7,4,2,UNKN03,,PENSPP; PENDIG? --> same as pen 1,1,0,0,,
155,0129G,2018,7,4,2,EUTMAC,,on datasheet as EUPMAC,1,0,0,,
156,0129G,2018,7,4,2,ULMRUB,,,1,0,0,,
157,0129G,2018,7,4,2,RUDHIR,,"less than 12""",1,0,0,,
158,0129G,2018,7,4,2,VITRIP,,river grape,1,0,0,,
159,0129G,2018,7,4,2,UNKN09,,Sedge 2,1,0,0,,
160,0129G,2018,7,2,5,UNKN22,17,"PARTY P; party pooper sedge, W lvs.",1,0,0,,
161,0129G,2018,7,2,5,ELYVIR,5,,1,0,0,,
162,0129G,2018,7,2,5,UNKN18,2,unk 5,1,0,0,,
163,0129G,2018,7,2,4,AMBART,6,,1,0,0,,
164,0129G,2018,7,2,4,UNKN04,7,UNK 1,1,0,0,,
165,0129G,2018,7,2,4,ELYCAN,5,,1,0,0,,
166,0129G,2018,7,2,4,TRIREP,4,,1,0,0,,
167,0129G,2018,7,2,3,CIRDIS,0.3,,1,0,0,,
168,0129G,2018,7,2,3,FRAPEN,9,,1,0,0,,
169,0129G,2018,7,2,3,UNKN23,4,TINY S; Tiny scroph,1,0,0,,
170,0129G,2018,7,2,3,UNKN06,0.3,Carex spp.,1,0,0,,
171,0129G,2018,7,2,3,POPTRE,1,,1,0,0,,
172,0129G,2018,7,2,3,PHAARU,6,,1,0,0,,
173,0129G,2018,7,2,3,UNKN07,1,ZIZ SPP.,1,0,0,,
174,0129G,2018,7,2,3,RATPIN,1,,1,0,0,,
175,0129G,2018,7,2,3,TAROFF,0.5,,1,0,0,,
176,0129G,2018,7,2,2,ERISTR,,,1,0,0,,
177,0129G,2018,7,2,2,DESCAN,,,1,0,0,,
178,0129G,2018,7,2,2,RUDHIR,,,1,0,0,,
179,0129G,2018,7,2,2,SOLGIG,,,1,0,0,,
180,0129G,2018,7,2,2,GEUALE,,,1,0,0,,
181,0129G,2018,7,2,2,VERURT,,,1,0,0,,
183,0129G,2018,7,2,1,UNKN24,,"MORRIS; on data sheet as MORRIS, probably meant MORUS, mulberry",1,0,0,,
184,0129G,2018,7,2,2,UNKN25,,"UNK 6; skinny, small lvs., T-shaped flowers",1,0,0,,
185,0129G,2018,7,2,2,OENBIE,,was UNK 7,1,0,0,,
186,0129G,2018,7,2,1,SONOLE,,,1,0,0,,
187,0129G,2018,7,2,1,RUDTRI,,"ASTER 2; yellow aster, rough leaves, very hairy, lvs. Divided near base",1,0,0,,
188,0129G,2018,7,2,1,UNKN27,,LEAFY SOL,1,0,0,,
189,0129G,2018,7,2,1,CARLUP,,was super party sedge,1,0,0,,
190,0129G,2018,7,2,1,UNKN01,,W grass,1,0,0,,
191,0129G,2018,7,2,1,RUMCRI,,,1,0,0,,
192,0129G,2018,7,2,1,UNKN11,,WINGED,1,0,0,,
193,0129G,2018,7,2,1,UNKN28,,"UNK 8; op. lvs, tiny white flowers @ nodes, square stem",1,0,0,,
194,0129G,2018,2,1,5,PHAARU,22,,1,0,0,,
195,0129G,2018,2,1,5,FRAPEN,16,,1,0,0,,
196,0129G,2018,2,1,5,UNKN04,9,UNK 1,1,0,0,,
197,0129G,2018,2,1,4,TRIREP,0.3,,1,0,0,,
198,0129G,2018,2,1,3,ELYCAN,7,,1,0,0,,
199,0129G,2018,2,1,3,ELYVIR,8,,1,0,0,,
200,0129G,2018,2,1,4,DESCAN,0.1,,1,0,0,,
201,0129G,2018,2,1,3,TAROFF,0.4,,1,0,0,,
202,0129G,2018,2,1,3,POPTRE,3,,1,0,0,,
203,0129G,2018,2,1,3,ACERUB,0.3,,1,0,0,,
204,0129G,2018,2,1,3,UNKN10,0.7,GRASSY SOL,1,0,0,,
205,0129G,2018,2,1,3,AMBART,2,,1,0,0,,
206,0129G,2018,2,1,3,UNKN12,0.1,longheart,1,0,0,,
207,0129G,2018,2,1,3,RUDTRI,2,ASTER 2,1,0,0,,
208,0129G,2018,2,1,3,ULMRUB,4,,1,0,0,,
209,0129G,2018,2,1,2,RUDHIR,,,1,0,0,,
210,0129G,2018,2,1,2,UNKN29,,TINY RUDHIR; same as RUDHIR?,1,0,0,,
211,0129G,2018,2,1,2,SOLGIG,,on data sheet as SOLDIG?,1,0,0,,
212,0129G,2018,2,1,2,UNKN11,,WINGED,1,0,0,,
213,0129G,2018,2,1,2,SILPER,,,1,0,0,,
214,0129G,2018,2,1,2,UNKN02,,Aster spp.,1,0,0,,
215,0129G,2018,2,1,2,TRIPRA,,,1,0,0,,
216,0129G,2018,2,1,2,ERISTR,,Fleabane,1,0,0,,
217,0129G,2018,2,1,2,SOLCAN,,,1,0,0,,
218,0129G,2018,2,1,2,PENDIG,,Verify -- same as before,1,0,0,,
219,0129G,2018,2,2,5,SOLGIG,7,,1,0,0,,
220,0129G,2018,2,2,5,UNKN18,0.7,"UNK 5; RED STEM, more mature, looks like tiny leaf from 7/25",1,0,0,,
221,0129G,2018,2,2,5,FRAPEN,23,Maybe not? Imperfect bud,1,0,0,,
222,0129G,2018,2,2,5,UNKN04,11,UNK 1,1,0,0,,
223,0129G,2018,2,2,4,TRIREP,6,,1,0,0,,
224,0129G,2018,2,2,4,ERIANN,1,in flower,1,0,0,,
225,0129G,2018,2,2,4,UNKN12,1,longheart,1,0,0,,
226,0129G,2018,2,2,4,AMBART,4,,1,0,0,,
227,0129G,2018,2,2,4,UNKN05,1,UNK 2,1,0,0,,
228,0129G,2018,2,2,4,ELYCAN,6,,1,0,0,,
229,0129G,2018,2,2,3,ELYVIR,9,,1,0,0,,
230,0129G,2018,2,2,3,POPTRE,2,,1,0,0,,
231,0129G,2018,2,2,3,SOLCAN,2,,1,0,0,,
232,0129G,2018,2,2,3,TAROFF,0.4,,1,0,0,,
233,0129G,2018,2,2,3,UNKN30,2,"UNK A; hairy leaf and stem, basal leaves, trifoliate, doubly toothed",1,0,0,,
234,0129G,2018,2,2,3,ULMRUB,0.7,,1,0,0,,
235,0129G,2018,2,2,3,UNKN19,0.6,PLANTAGO SPP.,1,0,0,,
236,0129G,2018,2,2,2,PHAARU,,,1,0,0,,
237,0129G,2018,2,2,2,APOAND,,spreading dogbane,1,0,0,,
238,0129G,2018,2,2,2,UNKN09,,Sedge 2,1,0,0,,
239,0129G,2018,2,2,2,DESCAN,,,1,0,0,,
240,0129G,2018,2,2,2,UNKN31,,Sedge A; maybe Carex spp. From before?,1,0,0,,
241,0129G,2018,2,2,2,SILPER,,was aster spp.,1,0,0,,
242,0129G,2018,2,2,2,UNKN11,,WINGED,1,0,0,,
243,0129G,2018,2,2,2,UNKN32,,"ASTER 3; small yellow flowers, super linear lvs",1,0,0,,
244,0129G,2018,2,2,2,PERMAC,,,1,0,0,,
245,0129G,2018,2,2,2,MONFIS,,,1,0,0,,
246,0129G,2018,2,2,1,UNKN01,,W grass; actually a sedge,1,0,0,,
247,0129G,2018,2,2,1,UNKN22,,PARTY P; party pooper sedge,1,0,0,,
248,0129G,2018,2,2,1,ACERUB,,,1,0,0,,
249,0129G,2018,2,2,1,UNKN07,,ZIZSPP.,1,0,0,,
250,0129G,2018,2,2,1,EUTMAC,,on data sheet as EUPMAC,1,0,0,,
251,0129G,2018,2,2,1,CARLUP,,on data sheet as SUPER P,1,0,0,,
252,0129G,2018,2,2,1,DAUCAR,,,1,0,0,,
253,0129G,2018,2,2,1,RUDHIR,,,1,0,0,,
254,0129G,2018,2,2,1,ASCVIR,,whorled milkweed,1,0,0,,
255,0129G,2018,2,2,1,RATPIN,,,1,0,0,,
256,0129G,2018,2,2,1,RUDTRI,,Aster 2,1,0,0,,
257,0129G,2018,2,2,1,TRIPRA,,,1,0,0,,
258,0129G,2018,10,3,5,UNKN09,5,Sedge 2,1,0,0,,
259,0129G,2018,10,3,5,VITRIP,14,,1,0,0,,
260,0129G,2018,10,3,5,AMBART,1,,1,0,0,,
261,0129G,2018,10,3,5,UNKN04,3,UNK 1,1,0,0,,
262,0129G,2018,10,3,4,ELYVIR,10,,1,0,0,,
263,0129G,2018,10,3,4,ELYCAN,6,,1,0,0,,
264,0129G,2018,10,3,3,UNKN11,30,WINGED,1,0,0,,
265,0129G,2018,10,3,3,SOLCAN,5,,1,0,0,,
266,0129G,2018,10,3,3,FRAPEN,9,,1,0,0,,
267,0129G,2018,10,3,3,VERURT,3,,1,0,0,,
268,0129G,2018,10,3,3,POPTRE,0.7,,1,0,0,,
269,0129G,2018,10,3,3,UNKN20,2,Tree 1; same as before,1,0,0,,
270,0129G,2018,10,3,2,UNKN03,,PEN SPP.,1,0,0,,
271,0129G,2018,10,3,2,RUDHIR,,,1,0,0,,
272,0129G,2018,10,3,2,ERIANN,,,1,0,0,,
273,0129G,2018,10,3,2,TRIPRA,,,1,0,0,,
274,0129G,2018,10,3,2,RUDTRI,,,1,0,0,,
275,0129G,2018,10,3,2,ACERUB,,,1,0,0,,
276,0129G,2018,10,3,2,UNKN33,,Party S; party sedge!,1,0,0,,
277,0129G,2018,10,3,2,SONOLE,,,1,0,0,,
278,0129G,2018,10,3,2,SILPER,,was Aster Spp.,1,0,0,,
279,0129G,2018,10,3,2,UNKN05,,UNK 2,1,0,0,,
280,0129G,2018,10,3,2,UNKN07,,ZIZSPP.,1,0,0,,
281,0129G,2018,10,3,2,DESCAN,,,1,0,0,,
282,0129G,2018,10,1,5,UNKN04,35,UNK 1,1,0,0,,
283,0129G,2018,10,1,5,UNKN07,0.1,ZIZSPP,1,0,0,,
284,0129G,2018,10,1,5,FRAPEN,5,,1,0,0,,
285,0129G,2018,10,1,5,ELYVIR,10,,1,0,0,,
286,0129G,2018,10,1,4,ELYCAN,11,,1,0,0,,
287,0129G,2018,10,1,4,AMBART,15,,1,0,0,,
288,0129G,2018,10,1,4,TRIREP,2,,1,0,0,,
289,0129G,2018,10,1,3,UNKN12,4,Longheart,1,0,0,,
290,0129G,2018,10,1,3,PERMAC,9,lady's thumb,1,0,0,,
291,0129G,2018,10,1,3,UNKN09,3,Sedge 2,1,0,0,,
292,0129G,2018,10,1,4,SILPER,1,,1,0,0,,
293,0129G,2018,10,1,3,TAROFF,0.3,,1,0,0,,
294,0129G,2018,10,1,3,UNKN33,0.3,Party S,1,0,0,,
295,0129G,2018,10,1,2,DAUCAR,,,1,0,0,,
296,0129G,2018,10,1,2,DESCAN,,,1,0,0,,
297,0129G,2018,10,1,2,RUDHIR,,,1,0,0,,
298,0129G,2018,10,1,2,SOLCAN,,,1,0,0,,
299,0129G,2018,10,1,2,ERISTR,,,1,0,0,,
300,0129G,2018,10,1,2,UNKN11,,WINGED,1,0,0,,
301,0129G,2018,10,1,2,UNKN34,,OXALIS Spp,1,0,0,,
302,0129G,2018,10,1,2,VERURT,,,1,0,0,,
303,0129G,2018,10,1,2,GEUALE,,,1,0,0,,
304,0129G,2018,10,1,2,UNKN18,,UNK 5,1,0,0,,
305,0129G,2018,10,1,2,RUDTRI,,,1,0,0,,
306,0129G,2018,10,1,2,PHAARU,,,1,0,0,,
307,0129G,2018,10,1,2,POPTRE,,,1,0,0,,
308,0129G,2018,10,1,2,TRIPRA,,,1,0,0,,
309,0129G,2018,10,1,2,UNKN35,,UNK GRA A; unknown grass a,1,0,0,,
310,0129G,2018,10,1,1,UNKN10,,GRASSY SOL,1,0,0,,
311,0129G,2018,10,1,1,UNKN36,,PENSPP 3; Penstemon spp. 3 (maybe same as PENSPP.),1,0,0,,
312,0129G,2018,10,1,1,EUPPER,,Boneset,1,0,0,,
313,0129G,2018,5,0,1,VERHAS,,,1,0,0,,
314,0129G,2018,5,0,1,UNKN37,,"MENARV; tiny purple flower, Jade collected",1,0,0,,
315,0129G,2018,9,0,1,UNKN38,,THISTLE; CIRDIS? Underside v hairy,1,0,0,,
317,00MJC,2018,1,1,5,MONFIS,73,,1,0,0,,
318,00MJC,2018,1,1,5,PANVIR,14,,1,0,0,,
319,00MJC,2018,1,1,4,HELHIR,0.8,labelled as rosinweed in sample,1,0,0,,
320,00MJC,2018,1,1,3,RATPIN,4,,1,0,0,,
321,00MJC,2018,1,1,3,TAROFF,0.7,,1,0,0,,
322,00MJC,2018,1,1,2,RUDHIR,,,1,0,0,,
323,00MJC,2018,1,1,2,SILINT,,,1,0,0,,
324,00MJC,2018,1,2,5,PANVIR,38,"""blue grass""",1,0,0,,
325,00MJC,2018,1,2,5,UNKN01,30,BIG DANDIE,1,0,0,,
326,00MJC,2018,1,2,3,RATPIN,4,,1,0,0,,
327,00MJC,2018,1,2,3,MONFIS,19,,1,0,0,,
328,00MJC,2018,1,2,2,BAPALB,,,1,0,0,,
329,00MJC,2018,1,2,2,UNKN02,,"Unknown A; hairy, 2 ft high, opposite leaves, little flower",1,0,0,,
330,00MJC,2018,1,2,2,HELHIR,,,1,0,0,,
331,00MJC,2018,1,0,1,SOLCAN,,,1,0,0,,
332,00MJC,2018,1,0,1,ASCSYR,,,1,0,0,,
333,00MJC,2018,10,3,5,MONFIS,12,,1,0,0,,
334,00MJC,2018,10,3,5,PANVIR,9,,1,0,0,,
335,00MJC,2018,10,3,5,SOLCAN,60,,1,0,0,,
336,00MJC,2018,10,3,3,UNKN01,5,BIG DANDIE,1,0,0,,
337,00MJC,2018,10,3,3,ASCSYR,4,,1,0,0,,
338,00MJC,2018,10,3,2,SOLGIG,,,1,0,0,,
339,00MJC,2018,10,1,5,PANVIR,9,,1,0,0,,
340,00MJC,2018,10,1,5,MONFIS,22,,1,0,0,,
341,00MJC,2018,10,1,4,TAROFF,1,,1,0,0,,
342,00MJC,2018,10,1,4,RATPIN,6,,1,0,0,,
343,00MJC,2018,10,1,3,UNKN01,40,BIG DANDIE,1,0,0,,
344,00MJC,2018,10,1,2,HELHIR,,,1,0,0,,
345,00MJC,2018,10,1,2,SOLCAN,,,1,0,0,,
346,00MJC,2018,10,1,2,UNKN03,,Unknown B,1,0,0,,
347,00MJC,2018,10,0,1,SILLAC,,,1,0,0,,
348,00MJC,2018,10,0,1,ANDGER,,,1,0,0,,
349,00MJC,2018,3,4,5,ELYCAN,17,,1,0,0,,
350,00MJC,2018,3,4,4,MONFIS,43,,1,0,0,,
351,00MJC,2018,3,4,3,RATPIN,7,,1,0,0,,
352,00MJC,2018,3,4,3,UNKN01,11,BIG DANDIE,1,0,0,,
353,00MJC,2018,3,4,2,HELHIR,,,1,0,0,,
354,00MJC,2018,3,4,2,ANDGER,,,1,0,0,,
355,00MJC,2018,3,2,5,RATPIN,3,,1,0,0,,
356,00MJC,2018,3,2,5,UNKN04,7,Unknown Grass A,1,0,0,,
357,00MJC,2018,3,2,4,UNKN01,28,BIG DANDIE,1,0,0,,
358,00MJC,2018,3,2,4,PANVIR,7,,1,0,0,,
359,00MJC,2018,3,2,4,MONFIS,42,,1,0,0,,
360,00MJC,2018,3,2,2,BAPALB,,,1,0,0,,
361,00MJC,2018,3,2,2,HELHIR,,,1,0,0,,
362,00MJC,2018,3,0,1,SILLAC,,,1,0,0,,
363,00MJC,2018,3,0,1,SOLCAN,,,1,0,0,,
364,00MJC,2018,3,0,1,SOLGIG,,,1,0,0,,
365,00MJC,2018,3,0,1,UNKN05,,LONSPP.,1,0,0,,
366,00MJC,2018,7,4,5,UNKN06,0.4,Unknown C; mustard - dead,1,0,0,,
367,00MJC,2018,7,4,5,MONFIS,13,,1,0,0,,
368,00MJC,2018,7,4,5,RATPIN,8,,1,0,0,,
369,00MJC,2018,7,4,5,PANVIR,15,,1,0,0,,
370,00MJC,2018,7,4,4,UNKN04,5,Unknown grass A,1,0,0,,
371,00MJC,2018,7,4,4,SOLCAN,21,,1,0,0,,
372,00MJC,2018,7,4,3,HELHIR,9,,1,0,0,,
373,00MJC,2018,7,4,3,UNKN01,3,BIG DANDIE,1,0,0,,
374,00MJC,2018,7,4,3,UNKN07,1,"Unknown D; = blue, blue-leafed from 7/24",1,0,0,,
375,00MJC,2018,7,2,5,SOLCAN,50,,1,0,0,,
376,00MJC,2018,7,2,5,UNKN04,3,Unknown Grass A,1,0,0,,
377,00MJC,2018,7,2,4,UNKN01,2,BIG DANDIE,1,0,0,,
378,00MJC,2018,7,2,4,RATPIN,5,,1,0,0,,
379,00MJC,2018,7,2,3,MONFIS,37,,1,0,0,,
380,00MJC,2018,7,2,3,PANVIR,11,,1,0,0,,
381,00MJC,2018,7,2,2,HELHIR,,,1,0,0,,
382,00MJC,2018,7,0,1,ASCSYR,,,1,0,0,,
383,00MJC,2018,7,0,1,UNKN08,,Unknown E; collected 7/24,1,0,0,,
384,00MJC,2018,7,0,1,ANDGER,,,1,0,0,,
