EntryOrder,EasementID,Year,Module,Corner,Depth,SppCode,PctCover1x1,Notes,DataProofed,Photo,Sample,UnkFamily,UnkGenus
1006,0074F,2018,1,1,2,UNKN04,,longheart,1,0,0,,
1007,0074F,2018,1,1,2,POASPP,,?,1,0,0,,
1008,0074F,2018,1,2,5,ECHPAL,8,,1,0,0,,
1009,0074F,2018,1,2,5,RATPIN,4,,1,0,0,,
1010,0074F,2018,1,2,5,POASPP,10,?,1,0,0,,
1011,0074F,2018,1,2,4,SOLCAN,9,,1,0,0,,
1012,0074F,2018,1,2,4,ERYYUC,10,,1,0,0,,
1013,0074F,2018,1,2,4,MONFIS,4,,1,0,0,,
1014,0074F,2018,1,2,4,SORNUT,9,,1,0,0,,
1015,0074F,2018,1,2,4,SILPER,3,,1,0,0,,
1016,0074F,2018,1,2,3,UNKN04,4,longheart,1,0,0,,
1017,0074F,2018,1,2,3,DESCAN,38,,1,0,0,,
1018,0074F,2018,1,2,3,TRAOHI,0.6,,1,0,0,,
1019,0074F,2018,1,2,3,UNKN07,0.7,Aster A,1,0,0,,
1020,0074F,2018,1,2,3,RUDHIR,0.3,,1,0,0,,
1021,0074F,2018,1,2,2,UNKN01,,BlUE LVS,1,0,0,,
1022,0074F,2018,1,2,2,ANDGER,,,1,0,0,,
1023,0074F,2018,1,0,1,ELYVIR,,,1,0,0,,
1024,0074F,2018,1,0,1,CIRVUL,,,1,0,0,,
1025,0074F,2018,1,0,1,SILLAC,,,1,0,0,,
1026,0074F,2018,4,0,1,SONOLE,,,1,0,0,,
1027,0074F,2018,4,0,1,GEUALE,,,1,0,0,,
1028,0074F,2018,4,0,1,CIRDIS,,,1,0,0,,
1029,0074F,2018,6,0,1,DALCAN,,,1,0,0,,
1030,0074F,2018,8,0,1,BAPALB,,,1,0,0,,
1031,0074F,2018,8,0,1,ERIANN,,,1,0,0,,
1032,00WV0,2018,3,4,5,UNKN01,31,DESSPP; not flowered yet,1,0,0,,
1033,00WV0,2018,3,4,5,CIRDIS,5,,1,0,0,,
1034,00WV0,2018,3,4,5,UNKN02,0.5,"Unknown A; long leaf glaborous, stem has small hairs, none on leaves, collected before",1,0,0,,
1035,00WV0,2018,3,4,5,SORNUT,15,,1,0,0,,
1036,00WV0,2018,3,4,5,TRIREP,6,,1,0,0,,
1037,00WV0,2018,3,4,4,RUDTRI,21,"about 8% basal leaves, think same thing",1,0,0,,
1038,00WV0,2018,3,4,3,ELYCAN,0.6,,1,0,0,,
1039,00WV0,2018,3,4,3,SOLCAN,5,,1,0,0,,
1040,00WV0,2018,3,4,3,SOLGIG,4,waxy bloom on stem,1,0,0,,
1041,00WV0,2018,3,4,3,TAROFF,3,,1,0,0,,
1042,00WV0,2018,3,4,3,RATPIN,1,,1,0,0,,
1043,00WV0,2018,3,4,3,UNKN03,1,Grassy Sol,1,0,0,,
1044,00WV0,2018,3,4,2,ERIANN,,,1,0,0,,
1045,00WV0,2018,3,4,2,PANVIR,,,1,0,0,,
1046,00WV0,2018,3,4,2,DALPUR,,,1,0,0,,
1047,00WV0,2018,3,4,2,RUDHIR,,,1,0,0,,
1048,00WV0,2018,3,4,2,HELHIR,,,1,0,0,,
1049,00WV0,2018,3,4,2,UNKN04,,Aquilegia?,1,0,0,,
1050,00WV0,2018,3,2,5,TRIREP,13,,1,0,0,,
1051,00WV0,2018,3,2,5,PANVIR,15,,1,0,0,,
1052,00WV0,2018,3,2,5,TAROFF,7,,1,0,0,,
1053,00WV0,2018,3,2,4,RUDHIR,6,,1,0,0,,
1054,00WV0,2018,3,2,3,UNKN01,13,DES SPP,1,0,0,,
1055,00WV0,2018,3,2,3,DALPUR,2,,1,0,0,,
1056,00WV0,2018,3,2,4,HELHIR,9,,1,0,0,,
1057,00WV0,2018,3,2,3,UNKN03,5,Grassy Sol,1,0,0,,
1058,00WV0,2018,3,2,3,SORNUT,0.5,,1,0,0,,
1059,00WV0,2018,3,2,3,CIRDIS,0.8,,1,0,0,,
1060,00WV0,2018,3,2,3,RATPIN,0.5,,1,0,0,,
1061,00WV0,2018,3,2,3,CIRCAN,2,"No flower, ID unsure",1,0,0,,
1062,00WV0,2018,3,2,2,MONFIS,,,1,0,0,,
1063,00WV0,2018,3,2,2,DALCAN,,,1,0,0,,
1064,00WV0,2018,3,2,2,ECHPAL,,,1,0,0,,
1065,00WV0,2018,3,2,2,BOUCUR,,"flowering, leaves, very bent, very few of them",1,0,0,,
1066,00WV0,2018,3,2,2,ELYCAN,,,1,0,0,,
1067,00WV0,2018,3,2,2,SOLCAN,,,1,0,0,,
1068,00WV0,2018,3,0,1,SONOLE,,,1,0,0,,
1069,00WV0,2018,3,0,1,ANDGER,,,1,0,0,,
1070,00WV0,2018,3,0,1,SILINT,,,1,0,0,,
1071,00WV0,2018,3,0,1,DAUCAR,,,1,0,0,,
1072,00WV0,2018,3,2,2,UNKN05,,DES SPP 2,1,0,0,,
1073,00WV0,2018,7,4,5,PANVIR,14,,1,0,0,,
1074,00WV0,2018,7,4,4,TRIREP,20,,1,0,0,,
1075,00WV0,2018,7,4,4,ELYCAN,0.5,,1,0,0,,
1076,00WV0,2018,7,4,4,TAROFF,8,,1,0,0,,
1077,00WV0,2018,7,4,4,ECHPAL,5,,1,0,0,,
1078,00WV0,2018,7,4,4,CIRDIS,1,,1,0,0,,
1079,00WV0,2018,7,4,3,RUDHIR,1,,1,0,0,,
1080,00WV0,2018,7,4,3,MONFIS,0.6,,1,0,0,,
1081,00WV0,2018,7,4,3,HELHIR,1,,1,0,0,,
1082,00WV0,2018,7,4,3,DAUCAR,0.7,,1,0,0,,
1083,00WV0,2018,7,4,3,CIRCAN,2,,1,0,0,,
1084,00WV0,2018,7,4,3,SORNUT,16,,1,0,0,,
1085,00WV0,2018,7,4,3,BOUCUR,2,,1,0,0,,
1086,00WV0,2018,7,4,2,RATPIN,,,1,0,0,,
1087,00WV0,2018,7,4,2,RUDTRI,,,1,0,0,,
1088,00WV0,2018,7,4,2,ERIANN,,,1,0,0,,
1089,00WV0,2018,7,4,2,UNKN02,,Unknown A,1,0,0,,
1090,00WV0,2018,7,4,2,SOLGIG,,,1,0,0,,
1091,00WV0,2018,7,4,2,UNKN06,,"Unknown Grass A; twisty, hairy",1,0,0,,
1092,00WV0,2018,7,4,2,UNKN07,,Unknown Grass B,1,0,0,,
1093,00WV0,2018,7,4,2,UNKN08,,"Unknown Grass C; growing in bunches, graceful like BOUCAR",1,0,0,,
1094,00WV0,2018,7,4,2,SILINT,,,1,0,0,,
1095,00WV0,2018,7,2,5,ANDGER,1,,1,0,0,,
1096,00WV0,2018,7,2,5,TAROFF,11,,1,0,0,,
1097,00WV0,2018,7,2,5,DAUCAR,5,,1,0,0,,
1098,00WV0,2018,7,2,5,ELYCAN,7,,1,0,0,,
1099,00WV0,2018,7,2,4,UNKN03,5,Grassy Sol,1,0,0,,
1100,00WV0,2018,7,2,4,SORNUT,7,,1,0,0,,
1101,00WV0,2018,7,2,4,TRIREP,1,,1,0,0,,
1102,00WV0,2018,7,2,3,SOLCAN,27,really red stem,1,0,0,,
1103,00WV0,2018,7,2,3,CIRCAN,1,,1,0,0,,
1104,00WV0,2018,7,2,3,HELHIR,0.4,,1,0,0,,
1105,00WV0,2018,7,2,3,UNKN09,1,Long thin grass; tallest lead 24 in high,1,0,0,,
1106,00WV0,2018,7,2,2,MONFIS,,,1,0,0,,
1107,00WV0,2018,7,2,2,RATPIN,,,1,0,0,,
1108,00WV0,2018,7,2,2,RUDHIR,,,1,0,0,,
1109,00WV0,2018,7,0,1,PRUSER,,,1,0,0,,
1110,00WV0,2018,7,0,1,ERYYUC,,,1,0,0,,
1111,00WV0,2018,7,0,1,EUTGRA,,,1,0,0,,
1112,00WV0,2018,10,1,5,BOUCUR,5,,1,0,0,,
1113,00WV0,2018,10,1,5,CIRDIS,4,,1,0,0,,
1114,00WV0,2018,10,1,5,RUDTRI,4,,1,0,0,,
1115,00WV0,2018,10,1,5,DAUCAR,3,,1,0,0,,
1116,00WV0,2018,10,1,4,RATPIN,34,,1,0,0,,
1117,00WV0,2018,10,1,4,UNKN02,2,Unknown A,1,0,0,,
1118,00WV0,2018,10,1,4,HELHIR,0.5,,1,0,0,,
1119,00WV0,2018,10,1,4,PANVIR,8,,1,0,0,,
1120,00WV0,2018,10,1,4,SONOLE,1,,1,0,0,,
1121,00WV0,2018,10,1,3,UNKN03,9,Grassy Sol,1,0,0,,
1122,00WV0,2018,10,1,3,ELYCAN,2,,1,0,0,,
1123,00WV0,2018,10,1,3,TRIREP,8,,1,0,0,,
1124,00WV0,2018,10,1,3,TAROFF,3,,1,0,0,,
1125,00WV0,2018,10,1,3,MEDLUP,3,"dried up, almost dead",1,0,0,,
1126,00WV0,2018,10,1,3,SOLGIG,4,,1,0,0,,
1127,00WV0,2018,10,1,3,UNKN10,2,Unknown B; alternate fuzzy branching leaves,1,0,0,,
1128,00WV0,2018,10,1,3,ERIANN,1,dead,1,0,0,,
1129,00WV0,2018,10,1,2,MONFIS,,,1,0,0,,
1130,00WV0,2018,10,1,2,SOLCAN,,,1,0,0,,
1131,00WV0,2018,10,1,2,SORNUT,,,1,0,0,,
1132,00WV0,2018,10,1,2,CIRCAN,,,1,0,0,,
1133,00WV0,2018,10,1,2,VERSTR,,fuzzy leaves,1,0,0,,
1134,00WV0,2018,10,1,2,UNKN11,,Smooth heart,1,0,0,,
1135,00WV0,2018,10,3,5,PANVIR,19,,1,0,0,,
1136,00WV0,2018,10,3,5,TRIREP,14,,1,0,0,,
1137,00WV0,2018,10,3,3,RUDHIR,3,,1,0,0,,
1138,00WV0,2018,10,3,4,UNKN12,0.3,"Prim?; Alternate fuzzy; reminds me of evening prim, confident",1,0,0,,
1139,00WV0,2018,10,3,3,RUDTRI,26,basal leaves,1,0,0,,
1140,00WV0,2018,10,3,3,SOLCAN,20,,1,0,0,,
1141,00WV0,2018,10,3,3,TAROFF,4,,1,0,0,,
1142,00WV0,2018,10,3,3,SORNUT,7,,1,0,0,,
1143,00WV0,2018,10,3,3,DAUCAR,1,,1,0,0,,
1144,00WV0,2018,10,3,3,ELYCAN,0.5,,1,0,0,,
1145,00WV0,2018,10,3,3,BOUCUR,1,,1,0,0,,
1146,00WV0,2018,10,3,3,RATPIN,0.8,,1,0,0,,
1147,00WV0,2018,10,3,3,CIRCAN,0.5,,1,0,0,,
1148,00WV0,2018,10,3,3,CIRDIS,0.5,,1,0,0,,
1149,00WV0,2018,10,3,2,ANDGER,,,1,0,0,,
1150,00WV0,2018,10,3,2,HELHIR,,,1,0,0,,
1151,00WV0,2018,10,3,2,ERIANN,,,1,0,0,,
1152,00WV0,2018,10,3,2,MONFIS,,,1,0,0,,
1153,00WV0,2018,10,3,2,DALPUR,,,1,0,0,,
1154,00WV0,2018,10,3,2,UNKN11,,Smooth heart,1,0,0,,
1155,00WV0,2018,10,0,1,UNKN09,,Long thin grass,1,0,0,,
1156,00WV0,2018,10,0,1,UNKN05,,"DES SPP2; super white pubescent, reddish stipules present, term leaf present",1,0,0,,
1157,00WV0,2018,10,0,1,UNKN13,,Banana; 25 leaflets on 1 leaf,1,0,0,,
1158,00WV0,2018,10,0,1,SOLGIG,,,1,0,0,,
1159,00WV0,2018,10,0,1,TRAOHI,,,1,0,0,,
1160,00WV0,2018,10,0,1,SILINT,,,1,0,0,,
1161,00WV0,2018,10,0,1,UNKN08,,Unknown grass C; prairie dropseed?,1,0,0,,
1162,00WV0,2018,1,1,5,SORNUT,14,,1,0,0,,
1163,00WV0,2018,1,1,5,RUDHIR,21,13% are basal leaves,1,0,0,,
1164,00WV0,2018,1,1,4,TAROFF,2,,1,0,0,,
1165,00WV0,2018,1,1,4,SOLCAN,1,,1,0,0,,
1166,00WV0,2018,1,1,4,DAUCAR,2,,1,0,0,,
1167,00WV0,2018,1,1,4,CIRDIS,0.8,,1,0,0,,
1168,00WV0,2018,1,1,4,RATPIN,12,,1,0,0,,
1169,00WV0,2018,1,1,3,MONFIS,3,,1,0,0,,
1170,00WV0,2018,1,1,3,ANDGER,12,,1,0,0,,
1171,00WV0,2018,1,1,3,UNKN03,0.7,Grassy Sol,1,0,0,,
1172,00WV0,2018,1,1,3,UNKN14,1,Turkey foot leaves; tuft of hairs at base of leaves,1,0,0,,
1173,00WV0,2018,1,1,3,CIRCAN,0.4,bottom few leaves hairy below,1,0,0,,
1174,00WV0,2018,1,1,3,PANVIR,8,,1,0,0,,
1175,00WV0,2018,1,1,3,UNKN15,5,Little blue?,1,0,0,,
1176,00WV0,2018,1,1,2,UNKN01,,DES SPP,1,0,0,,
1177,00WV0,2018,1,1,2,UNKN05,,DES SPP 2,1,0,0,,
1178,00WV0,2018,1,1,2,BOUCUR,,,1,0,0,,
1179,00WV0,2018,1,1,2,ERIANN,,,1,0,0,,
1180,00WV0,2018,1,1,2,DALPUR,,,1,0,0,,
1181,00WV0,2018,1,1,2,ELYCAN,,,1,0,0,,
1182,00WV0,2018,1,1,2,UNKN12,,Prim?; bigger,1,0,0,,
1183,00WV0,2018,1,1,2,CIRVUL,,,1,0,0,,
1184,00WV0,2018,1,1,2,UNKN02,,Unknown A,1,0,0,,
1185,00WV0,2018,1,1,2,MEDLUP,,,1,0,0,,
1186,00WV0,2018,1,1,2,UNKN16,,Unknown Grass D,1,0,0,,
1187,00WV0,2018,1,2,5,DAUCAR,2,,1,0,0,,
1188,00WV0,2018,1,2,5,TAROFF,4,,1,0,0,,
1189,00WV0,2018,1,2,5,PANVIR,3,,1,0,0,,
1190,00WV0,2018,1,2,4,RUDHIR,1,,1,0,0,,
1191,00WV0,2018,1,2,4,MEDLUP,0.5,,1,0,0,,
1192,00WV0,2018,1,2,4,RUDTRI,59,40% basal leaves,1,0,0,,
1193,00WV0,2018,1,2,4,BOUCUR,7,,1,0,0,,
1194,00WV0,2018,1,2,3,SORNUT,14,,1,0,0,,
1195,00WV0,2018,1,2,3,ERIANN,2,,1,0,0,,
1196,00WV0,2018,1,2,3,ELYCAN,1,,1,0,0,,
1197,00WV0,2018,1,2,3,UNKN12,1,Prim?,1,0,0,,
1198,00WV0,2018,1,2,3,HELHIR,3,,1,0,0,,
1199,00WV0,2018,1,2,3,PRUSER,2,,1,0,0,,
1200,00WV0,2018,1,2,2,SILINT,,,1,0,0,,
1201,00WV0,2018,1,2,2,RATPIN,,,1,0,0,,
1202,00WV0,2018,1,2,2,UNKN02,,Unknown A,1,0,0,,
1203,00WV0,2018,1,2,2,DALPUR,,,1,0,0,,
1204,00WV0,2018,1,2,2,SOLCAN,,,1,0,0,,
1205,00WV0,2018,1,2,2,UNKN01,,DES SPP,1,0,0,,
1206,00WV0,2018,1,2,2,CIRCAN,,,1,0,0,,
1207,00WV0,2018,1,2,2,UNKN11,,Smooth heart,1,0,0,,
1208,00WV0,2018,1,2,1,DALCAN,,,1,0,0,,
1209,00WV0,2018,4,0,1,TRIREP,,,1,0,0,,
1210,00WV0,2018,5,0,1,UNKN17,,Morus spp.,1,0,0,,
1211,00WV0,2018,5,0,1,MELOFF,,,1,0,0,,
1212,00WV0,2018,5,0,1,ASCSYR,,,1,0,0,,
1213,00WV0,2018,6,0,1,UNKN18,,ASC; stiff milkweed (could not find a stiff milkweed),1,0,0,,
1214,00WV0,2018,6,0,1,UNKN19,,SOL?,1,0,0,,
1215,007G7,2018,3,4,5,SOLGIG,25,,1,0,0,,
1216,007G7,2018,3,4,5,DAUCAR,0.4,,1,0,0,,
1217,007G7,2018,3,4,5,POASPP,14,unsure,1,0,0,,
1218,007G7,2018,3,4,5,UNKN01,6,Unk 1; grass --> like poa?,1,0,0,,
1219,007G7,2018,3,4,4,TAROFF,2,"simple, alt, entire lvs",1,0,0,,
1220,007G7,2018,3,4,4,UNKN02,24,Smooth heart,1,0,0,,
1221,007G7,2018,3,4,3,SOLCAN,29,,1,0,0,,
1222,007G7,2018,3,4,3,GEUALE,1,basal leaves only,1,0,0,,
1223,007G7,2018,3,4,3,UNKN03,0.7,Plantago spp?,1,0,0,,
1224,007G7,2018,3,4,3,CIRDIS,2,,1,0,0,,
1225,007G7,2018,3,4,2,MELALB,,,1,0,0,,
1226,007G7,2018,3,4,2,ERIANN,,,1,0,0,,
1227,007G7,2018,3,4,2,PHAARU,,,1,0,0,,
1228,007G7,2018,3,2,5,POASPP,17,,1,0,0,,
1229,007G7,2018,3,2,5,UNKN01,2,Unk 1,1,0,0,,
1230,007G7,2018,3,2,4,UNKN02,12,Smooth heart,1,0,0,,
1231,007G7,2018,3,2,4,SOLGIG,4,,1,0,0,,
1232,007G7,2018,3,2,4,SOLCAN,46,,1,0,0,,
1233,007G7,2018,3,2,3,SONOLE,12,,1,0,0,,
1234,007G7,2018,3,2,3,PHAARU,0.2,,1,0,0,,
1235,007G7,2018,3,2,3,TAROFF,8,,1,0,0,,
1236,007G7,2018,3,2,3,GEUALE,1,,1,0,0,,
1237,007G7,2018,3,2,3,DAUCAR,0.4,,1,0,0,,
1238,007G7,2018,3,2,3,UNKN04,0.3,Sedge 1,1,0,0,,
1239,007G7,2018,3,2,3,ELYVIR,0.7,,1,0,0,,
1240,007G7,2018,3,2,2,TRIREP,,,1,0,0,,
1241,007G7,2018,3,2,2,MELOFF,,,1,0,0,,
1242,007G7,2018,3,2,2,PASSAT,,,1,0,0,,
1243,007G7,2018,3,2,2,ASCSYR,,,1,0,0,,
1244,007G7,2018,3,2,2,CIRDIS,,,1,0,0,,
1245,007G7,2018,3,2,2,UNKN05,,Sedge 2; dark brown base,1,0,0,,
1246,007G7,2018,3,2,2,UNKN06,,LON SPP; lonicera,1,0,0,,
1247,007G7,2018,3,2,2,PHLPRA,,,1,0,0,,
1248,007G7,2018,3,0,1,ERIANN,,,1,0,0,,
1249,007G7,2018,3,0,1,BROSPP,,,1,0,0,,
1250,007G7,2018,3,0,1,RUMCRI,,,1,0,0,,
1251,007G7,2018,3,0,1,UNKN07,,RUM SPP; leaves turn bright red,1,0,0,,
1252,007G7,2018,7,4,5,SOLCAN,63,,1,0,0,,
1253,007G7,2018,7,4,5,POASPP,13,its like the unk 1 grass,1,0,0,,
1254,007G7,2018,7,4,5,UNKN02,3,Smooth heart,1,0,0,,
1255,007G7,2018,7,4,5,BROSPP,0.5,,1,0,0,,
1256,007G7,2018,7,4,4,CIRDIS,1,,1,0,0,,
1257,007G7,2018,7,4,4,UNKN04,2,"Carex 1/Sedge 1; same as sedge 1 from other day no flower, just a few leaves",1,0,0,,
1258,007G7,2018,7,4,4,TAROFF,6,,1,0,0,,
1259,007G7,2018,7,4,4,ERIANN,2,,1,0,0,,
1260,007G7,2018,7,4,3,DAUCAR,3,,1,0,0,,
1261,007G7,2018,7,4,4,SOLGIG,7,,1,0,0,,
1262,007G7,2018,7,4,3,TRIREP,0.5,"mostly diedback, hard to measure",1,0,0,,
1263,007G7,2018,7,4,4,UNKN08,2,Thin Glab; seen in other easement,1,0,0,,
1264,007G7,2018,7,4,3,VERHAS,1,,1,0,0,,
1265,007G7,2018,7,4,2,PHAARU,,,1,0,0,,
1266,007G7,2018,7,2,5,UNKN09,5,"VELGRA; velcro grass, fuzzy node",1,0,0,,
1267,007G7,2018,7,2,5,POASPP,16,,1,0,0,,
1268,007G7,2018,7,2,5,MELALB,0.8,,1,0,0,,
1269,007G7,2018,7,2,5,UNKN02,14,Smooth heart,1,0,0,,
1270,007G7,2018,7,2,5,UNKN04,36,Carex 1/Sedge 1?,1,0,0,,
1271,007G7,2018,7,2,4,VERHAS,3,,1,0,0,,
1272,007G7,2018,7,2,4,SOLCAN,31,,1,0,0,,
1273,007G7,2018,7,2,4,UNKN10,3,Huge Plat; plantago?,1,0,0,,
1274,007G7,2018,7,2,3,CIRDIS,0.7,,1,0,0,,
1275,007G7,2018,7,2,3,TAROFF,2,,1,0,0,,
1276,007G7,2018,7,2,3,UNKN08,1,Thin Glab,1,0,0,,
1277,007G7,2018,7,2,2,PHAARU,,,1,0,0,,
1278,007G7,2018,7,2,2,SOLGIG,,,1,0,0,,
1279,007G7,2018,7,0,1,ASCSYR,,,1,0,0,,
1280,007G7,2018,7,0,1,ELYCAN,,,1,0,0,,
1281,007G7,2018,7,0,1,RUMCRI,,,1,0,0,,
1282,007G7,2018,7,0,1,ELYVIR,,,1,0,0,,
1283,007G7,2018,7,0,1,UNKN11,,RANPEN?; ~12 in tall,1,0,0,,
1284,007G7,2018,7,0,1,CIRCAN,,,1,0,0,,
1285,007G7,2018,7,0,1,SONOLE,,,1,0,0,,
1286,007G7,2018,7,0,1,RHACAT,,,1,0,0,,
1287,007G7,2018,7,0,1,APOCAN,,hybrid w/ APOSIB? Not equal to APOAND,1,0,0,,
1288,007G7,2018,7,0,1,UNKN12,,Carex 2,1,0,0,,
1289,007G7,2018,9,1,5,SOLCAN,22,,1,0,0,,
1290,007G7,2018,9,1,5,UNKN04,16,Carex 1,1,0,0,,
1291,007G7,2018,9,1,5,POASPP,90,,1,0,0,,
1292,007G7,2018,9,1,5,UNKN08,9,Thin Glab,1,0,0,,
1293,007G7,2018,9,1,3,TAROFF,2,,1,0,0,,
1294,007G7,2018,9,1,3,SONOLE,4,,1,0,0,,
1295,007G7,2018,9,1,3,CIRDIS,0.8,,1,0,0,,
1296,007G7,2018,9,1,2,UNKN06,,LON SPP; orange fruit,1,0,0,,
1297,007G7,2018,9,1,2,ASCSYR,6,,1,0,0,,
1298,007G7,2018,9,3,5,SOLCAN,61,,1,0,0,,
1299,007G7,2018,9,3,5,DAUCAR,6,,1,0,0,,
1300,007G7,2018,9,3,5,POASPP,14,,1,0,0,,
1301,007G7,2018,9,3,4,UNKN10,2,Huge Plat; inflorescences ~12 in tall,1,0,0,,
1302,007G7,2018,9,3,4,RUMCRI,4,,1,0,0,,
1303,007G7,2018,9,3,4,UNKN02,2,Smooth heart,1,0,0,,
1304,007G7,2018,9,3,3,ASCSYR,6,,1,0,0,,
1305,007G7,2018,9,3,3,VERHAS,0.7,,1,0,0,,
1306,007G7,2018,9,3,3,UNKN06,10,LON SPP; larger individual in D2 w/ red berries,1,0,0,,
1307,007G7,2018,9,3,3,ERIANN,0.2,,1,0,0,,
1308,007G7,2018,9,3,3,CIRDIS,0.3,,1,0,0,,
1309,007G7,2018,9,3,3,UNKN12,2,Carex 2,1,0,0,,
1310,007G7,2018,9,3,3,SOLGIG,0.4,,1,0,0,,
1311,007G7,2018,9,3,3,TAROFF,3,,1,0,0,,
1312,007G7,2018,9,3,3,UNKN08,2,Thin Glab,1,0,0,,
1313,007G7,2018,9,3,2,TRIREP,,,1,0,0,,
1314,007G7,2018,9,3,2,PHAARU,,,1,0,0,,
1315,007G7,2018,9,3,2,UNKN13,,Carex 3,1,0,0,,
1316,007G7,2018,9,0,1,CIRCAN,,,1,0,0,,
1317,007G7,2018,1,1,5,UNKN13,43,Carex 3,1,0,0,,
1318,007G7,2018,1,1,5,UNKN02,40,Smooth heart,1,0,0,,
1319,007G7,2018,1,1,4,RUMCRI,7,,1,0,0,,
1320,007G7,2018,1,1,4,TRIREP,2,,1,0,0,,
1321,007G7,2018,1,1,3,CIRDIS,6,,1,0,0,,
1322,007G7,2018,1,1,3,POASPP,2,,1,0,0,,
1323,007G7,2018,1,1,3,TAROFF,4,,1,0,0,,
1324,007G7,2018,1,1,3,UNKN14,6,Unk Ver?,1,0,0,,
1325,007G7,2018,1,1,3,UNKN04,0.5,Carex 1,1,0,0,,
1326,007G7,2018,1,1,2,UNKN15,,FOXGRA,1,0,0,,
1327,007G7,2018,1,1,2,UNKN12,,Carex 2,1,0,0,,
1328,007G7,2018,1,1,2,UNKN06,,LON SPP; red berry,1,0,0,,
1329,007G7,2018,1,1,2,UNKN09,,VELGRA,1,0,0,,
1330,007G7,2018,1,2,5,SOLCAN,84,,1,0,0,,
1331,007G7,2018,1,2,5,UNKN08,6,Thin Glab,1,0,0,,
1332,007G7,2018,1,2,5,TAROFF,5,,1,0,0,,
1333,007G7,2018,1,2,5,POASPP,11,,1,0,0,,
1334,007G7,2018,1,2,4,BROSPP,0.6,,1,0,0,,
1335,007G7,2018,1,2,4,GEUALE,2,Was GEUSPP; hairy stem & leaves,1,0,0,,
1336,007G7,2018,1,2,3,CIRDIS,0.7,,1,0,0,,
1337,007G7,2018,1,2,2,ASCSYR,,,1,0,0,,
1338,007G7,2018,1,2,2,DAUCAR,,,1,0,0,,
1339,007G7,2018,1,2,2,RUMCRI,,,1,0,0,,
1340,007G7,2018,1,2,2,UNKN16,,Unk Leg; unknown legume,1,0,0,,
1341,007G7,2018,1,0,1,ERIANN,,,1,0,0,,
1342,007G7,2018,1,0,1,MELALB,,,1,0,0,,
1343,007G7,2018,1,0,1,TRIPRA,,,1,0,0,,
1344,007G7,2018,1,0,1,PHAARU,,,1,0,0,,
1345,007G7,2018,1,0,1,SOLGIG,,,1,0,0,,
1346,007G7,2018,4,0,1,VERURT,,,1,0,0,,
1347,007G7,2018,4,0,1,AMBART,,,1,0,0,,
1348,007G7,2018,8,0,1,POPTRE,,,1,0,0,,
1349,007G7,2018,10,0,1,UNKN17,,Unk Grass,1,0,0,,
1350,007G7,2018,10,0,1,UNKN18,,Unk Orn; Unk Ornamental grass,1,0,0,,
1351,01DBS,2018,1,1,5,CONCAN,38,,1,0,0,,
1352,01DBS,2018,1,1,5,SILVUL,6,,1,0,0,,
1353,01DBS,2018,1,1,5,ELYCAN,3,,1,0,0,,
1354,01DBS,2018,1,1,5,UNKN01,15,"Lawn grass; small ""lawn grass""",1,0,0,,
1355,01DBS,2018,1,1,4,AMBTRI,24,,1,0,0,,
1356,01DBS,2018,1,1,4,MONFIS,1,,1,0,0,,
1357,01DBS,2018,1,1,3,TRIREP,0.2,,1,0,0,,
1358,01DBS,2018,1,1,3,RUDHIR,3,,1,0,0,,
1359,01DBS,2018,1,1,3,RATPIN,3,,1,0,0,,
1360,01DBS,2018,1,1,3,SONOLE,3,,1,0,0,,
1361,01DBS,2018,1,1,3,UNKN02,0.5,"POLTEN; knotweed - not (+) of ID, 1 flw per node",1,0,0,,
1362,01DBS,2018,1,1,2,UNKN03,,Rndlf?,1,0,0,,
1363,01DBS,2018,1,1,2,SOLCAN,,,1,0,0,,
1364,01DBS,2018,1,1,2,TAROFF,,dandelion,1,0,0,,
1365,01DBS,2018,1,1,2,UNKN04,,Unknown 6; rough arrow-shaped basal leaf,1,0,0,,
1366,01DBS,2018,1,1,2,UNKN05,,"THAARV; unsure of species, not on list",1,0,0,,
1367,01DBS,2018,1,1,2,UNKN06,,"Unknown 8; alternate/whorled leaves,",1,0,0,,
1368,01DBS,2018,1,1,2,ERISTR,,,1,0,0,,
1369,01DBS,2018,1,1,2,UNKN07,,UNKNEW,1,0,0,,
1370,01DBS,2018,1,2,3,RATPIN,1,,1,0,0,,
1371,01DBS,2018,1,2,5,RUDHIR,3,,1,0,0,,
1372,01DBS,2018,1,2,5,UNKN01,75,Lawn grass; unknown sample taken,1,0,0,,
1373,01DBS,2018,1,2,4,ELYCAN,5,,1,0,0,,
1374,01DBS,2018,1,2,4,UNKN08,1,AST? 1; unknown aster,1,0,0,,
1375,01DBS,2018,1,2,4,SILVUL,4,,1,0,0,,
1376,01DBS,2018,1,2,4,ECHPUR,3,distinct heart leaves (basal = ECHPUR),1,0,0,,
1377,01DBS,2018,1,2,4,AMBART,1,feather-like leaf,1,0,0,,
1378,01DBS,2018,1,2,3,CONCAN,7,,1,0,0,,
1379,01DBS,2018,1,2,3,TAROFF,11,,1,0,0,,
1380,01DBS,2018,1,2,3,AMBTRI,2,,1,0,0,,
1381,01DBS,2018,1,2,3,UNKN03,0.3,Rndlf?,1,0,0,,
1382,01DBS,2018,1,2,3,SONOLE,1,,1,0,0,,
1383,01DBS,2018,1,2,2,CIRVUL,,need to verify pic,1,0,0,,
